,titulo,precio,sinopsis,formato,editor,coleccion,idioma,isbn
21,"Astrofísica para gente con prisas (Contextos): Amazon.es: Neil deGrasse Tyson, María del Carmen Román de la Peña: Libros","17,10 €","<div> <p>¿Qué son los agujeros negros? ¿Y los quarks? ¿Tienen sentido las expediciones en busca de vida extraterrestre? Todos nos hemos hecho preguntas como estas, pero lo cierto es que hoy en día pocos tenemos tiempo para contemplar el cosmos e intentar disipar nuestras dudas. Neil deGrasse Tyson nos acerca el universo a la Tierra a través de estas brillantes páginas que podremos leer en cualquier momento y en cualquier lugar, ya sea mientras nos tomamos el café por la mañana o en el autobús camino al trabajo.</p></div>",Tapa dura: 240 páginas,Editor: Ediciones Paidós (16 de noviembre de 2017),Colección: Contextos,Idioma: Español,ISBN-13: 978-8449333934
22,El explicador de cosas: Cosas difíciles explicadas con palabras fáciles Tendencias: Amazon.es: Randall Munroe: Libros,"19,85 €","<div> <p><b>Del ingeniero de la NASA, creador de la web humorística <i>xkcd</i> y autor del <i>best seller ¿Qué pasaría sí?</i>, nos llega una serie de dibujos con descripciones brillantes -y simples- que lo explican todo, desde los reactores nucleares hasta los bolígrafos.</b></p> <p>¿Has intentado alguna vez aprender algo sobre una cosa maravillosa, solo para frustrarte después ante una jerga incomprensible?</p> <p>Randall Munroe está aquí para ayudarte.</p> <p>Utilizando únicamente dibujos esquemáticos y las mil palabras (o, mejor dicho, los diez cientos) más comunes en nuestro idioma para dar explicaciones sencillas sobre algunas de las cosas más interesantes que existen, incluyendo:</p> <p><b>- Calentador de comida con ondas</b> (= microondas)<br/><b>- Carreteras en alto</b> (= puentes)<br/><b>- Edificio con ordenadores</b> (= centro de procesamiento de datos)<br/><b>- Casa compartida en el espacio</b> (= Estación Espacial Internacional)<br/><b>- Mundos alrededor del sol</b> (= sistema solar)<br/><b>- Placas de roca sobre las que vivimos</b> (= placas tectónicas)<br/><b>- Elementos de los que está hecho todo</b> (= tabla periódica)<br/><b>- Barco volador con alar giratorias</b> (= helicóptero)<br/><b>- Máquinas para que la ropa huela mejor</b> (= lavadora y secadora)<br/><b>- Aparatos que tienes dentro</b> (= órganos)</p> <p>¿Cómo funcionan estas cosas? ¿De dónde vienen? ¿Cómo sería la vida sin ellas? Y ¿qué ocurriría si las abrimos, las calentamos, las enfriamos, las orientamos en una dirección diferente o apretamos un determinado botón?</p> <p>En <i>El explicador de cosas</i>, Munroe da respuesta a estas preguntas y a muchas más. Divertido, interesante y siempre comprensible, este libro es para cualquiera -entre 5 y 105 años- que alguna vez se haya preguntado cómo funcionan las cosas y por qué.</p></div>",Tapa dura: 72 páginas,Editor: AGUILAR; Edición: 001 (22 de noviembre de 2018),Colección: Tendencias,Idioma: Español,ISBN-13: 978-8403517363
23,"Problemas de física: mecánica (Colección Techné): Amazon.es: Juan Hernández Alvaro, Joaquín Tovar Pescador: Libros","17,10 €","<div> Este libro nace como consecuencia de la labor docente de los autores en la asignatura de Física de primer curso en la Escuela Politécnica Superior de la Universidad de Jaén. Pretende proporcionar a los alumnos un texto de referencia que les sirva para establecer estrategias adecuadas en la resolución de problemas y consolidar los conocimientos desarrollados en la parte de Mecánica correspondiente a la materia básica Física, que se oferta en gran cantidad de Títulos de Grado, en las áreas de Ciencias y de Ingeniería y Arquitectura. A tal fin, el libro ofrece una colección de problemas representativos, tomados en su mayoría de los problemas propuestos en exámenes y de los resueltos en las aulas durante los últimos años en nuestra Universidad. Dicha colección, que se ha ordenado en ocho capítulos temáticos (en cada uno de ellos, en grado progresivo de dificultad), consta de 481 problemas, de los cuales se resuelven detalladamente 257 y el resto, 224, análogos a los anteriores, se proponen con solución para que el alumno pueda poner a prueba su nivel de progreso y aprendizaje en la materia. Con el fin de hacer más claras las explicaciones se han incluido un amplio número de figuras y se ha utilizado en el texto la notación más usual para las magnitudes físicas.</div>",Tapa blanda: 391 páginas,Editor: Editorial Universidad de Jaén; Edición: 1 (28 de diciembre de 2009),Colección: Colección Techné,Idioma: Español,ISBN-13: 978-8484394839
24,Astrophysics For People In A Hurry: Amazon.es: Neil Degrasse Tyson: Libros en idiomas extranjeros,"17,20 €","<div> There's no better guide through mind-expanding questions such as what the nature of space and time is, how we fit within the universe, and how the universe fits within us than Neil deGrasse Tyson. But today, few of us have time to contemplate the cosmos. So Tyson brings the universe down to Earth succinctly and clearly, with sparkling wit, in digestible chapters consumable any time and anywhere in the busy day. Astrophysics for People in a Hurry reveals just what you need to be fluent and ready for the next cosmic headlines: from the Big Bang to black holes, from quarks to quantum mechanics and from the search for planets to the search for life in the universe.</div>",Tapa dura,Editor: W. W. Norton & Co; Edición: 01 (1 de junio de 2017),Idioma: Inglés,ISBN-10: 9780393609394,ASIN: 0393609391
25,"Moda, fe y fantasía en la nueva física del universo Ciencia y Tecnología: Amazon.es: Roger Penrose, Marcos Pérez Sánchez;: Libros","28,40 €","<div> <p><b>¿Qué influencias pueden tener la moda, la fe y la fantasía en las investigaciones científicas que buscan entender el comportamiento del universo? ¿Son los físicos teóricos inmunes a las tendencias, las creencias dogmáticas o los revoloteos fantásticos?</b></p> <p><b>Roger Penrose responde a estas y a otras muchas preguntas en este su nuevo libro.</b></p> <p>En <i>Moda, fe y fantasía en la nueva física del universo</i>, el aclamado físico Roger Penrose nos explica por qué los investigadores que trabajan en la última frontera de la física son, de hecho, tan susceptibles a estas fuerzas como el resto de mortales.</p> <p>En este polémico libro, Penrose muestra que la moda, la fe y la fantasía -pese a ser útiles y hasta esenciales en física- pervierten la investigación actual en tres de las áreas más importantes de esta disciplina: <b>la teoría de cuerdas</b>, <b>la mecánica cuántica</b> y <b>la cosmología</b>. El resultado final es una importante crítica de los avances más significativos de la física actual, de la mano de uno de sus principales representantes.</p> <p><b>Reseñas:</b><br/>«El optimismo de Penrose es contagioso.»<br/><i>Leer</i></p> <p>«Cuando Penrose habla, los científicos escuchan.»<br/><i>The New York Times Book Review</i></p></div>",Tapa dura: 640 páginas,Editor: DEBATE; Edición: 1 (26 de octubre de 2017),Colección: Ciencia y Tecnología,Idioma: Español,ISBN-13: 978-8499927893
26,Mathematics for the Physical Sciences Dover Books on Mathematics: Amazon.es: Laurent Schwartz: Libros en idiomas extranjeros,"Comprar nuevo



16,09 €","<div> In its discussions of mathematical entities and their elementary properties, this text employs examples from the physical sciences. Its concise treatment covers preliminary results in the integral calculus, distribution theory, Fourier series and transforms, the Laplace transform, the wave and heat conduction equations, and gamma and Bessel functions. 1966 edition.</div>",Tapa blanda: 368 páginas,Editor: Dover Publications Inc.; Edición: Dover (27 de junio de 2008),Colección: Dover Books on Mathematics,Idioma: Inglés,ISBN-13: 978-0486466620
27,Problemas de Física (27ª edición): Amazon.es: Santiago Burbano: Libros,"46,07 €



                            + EUR 2,75 de gastos de envío
                        ","<div> Este manual clarifica al alumno de Física los conceptos adquiridos en sus estudios teóricos, y ayuda en el autoaprendizaje de la resolución de problemas de todos los aspectos de la Física de primeros cursos universitarios.Contiene mas de 2100 problemas totalmente resueltos y explicados, ordenados de acuerdo con los apartados del libro Física General de los mismos autores, tambien publicado por Editorial Tébar.</div>",Tapa blanda: 816 páginas,Editor: Editorial Tébar Flores (30 de julio de 2007),Idioma: Español,ISBN-10: 8495447274,"Valoración media de los clientes:




4.3 de un máximo de 5 estrellas






      9 opiniones de clientes"
28,"Momentos estelares de la ciencia El Libro De Bolsillo - Ciencias: Amazon.es: Isaac Asimov, Miguel Paredes Larrucea: Libros","9,02 €","<div> Algunos descubrimientos científicos constituyen auténticos hitos históricos, ya sea por la extraordinaria utilidad de sus aplicaciones prácticas, ya por sus revolucionarias repercusiones en el pensamiento teórico. Isaac Asimov rememora en este volumen las figuras de treinta protagonistas de estos Momentos estelares de la ciencia, como Newton, Lavoisier, Watt, Faraday, Henry, Edison, Harvey, Jenner, Pasteur, Ehrlich, Roentgen, Becquerel, Curie, Einstein, Rutherford y Lawrence, entre otros.</div>",Tapa blanda: 176 páginas,Editor: Grupo Anaya Publicaciones Generales; Edición: edición (13 de septiembre de 2010),Colección: El Libro De Bolsillo - Ciencias,Idioma: Español,ISBN-13: 978-8420674254
29,Mecanica Cuantica (¿que Sabemos De?): Amazon.es: Salvador Miret Artés: Libros,"11,40 €",,Tapa blanda: 128 páginas,Editor: Catarata; Edición: 1 (13 de mayo de 2015),Colección: ¿que Sabemos De?,Idioma: Español,ISBN-13: 978-8490970188
30,"Quantum Field Theory for the Gifted Amateur: Amazon.es: Tom Lancaster, Stephen J. Blundell: Libros en idiomas extranjeros","34,02 €","<div> Quantum field theory is arguably the most far-reaching and beautiful physical theory ever constructed, with aspects more stringently tested and verified to greater precision than any other theory in physics. Unfortunately, the subject has gained a notorious reputation for difficulty, with forbidding looking mathematics and a peculiar diagrammatic language described in an array of unforgiving, weighty textbooks aimed firmly at aspiring professionals. However, quantum field theory is too important, too beautiful, and too engaging to be restricted to the professionals. This book on quantum field theory is designed to be different. It is written by experimental physicists and aims to provide the interested amateur with a bridge from undergraduate physics to quantum field theory. The imagined reader is a gifted amateur, possessing a curious and adaptable mind, looking to be told an entertaining and intellectually stimulating story, but who will not feel patronised if a few mathematical niceties are spelled out in detail. Using numerous worked examples, diagrams, and careful physically motivated explanations, this book will smooth the path towards understanding the radically different and revolutionary view of the physical world that quantum field theory provides, and which all physicists should have the opportunity to experience.</div>",Tapa blanda: 512 páginas,Editor: OUP Oxford (17 de junio de 2015),Idioma: Inglés,ISBN-10: 019969933X,"Valoración media de los clientes:




5.0 de un máximo de 5 estrellas






      4 opiniones de clientes"
31,Developing Feeds with RSS and Atom: Amazon.es: Ben Hammersley: Libros en idiomas extranjeros,"11,50 €



                            + EUR 5,99 de gastos de envío
                        ","<div> <div><p>Perhaps the most explosive technological trend over the past two years has been blogging. As a matter of fact, it's been reported that the number of blogs during that time has grown from 100,000 to 4.8 million-with no end to this growth in sight.What's the technology that makes blogging tick? The answer is RSS--a format that allows bloggers to offer XML-based feeds of their content. It's also the same technology that's incorporated into the websites of media outlets so they can offer material (headlines, links, articles, etc.) syndicated by other sites.As the main technology behind this rapidly growing field of content syndication, RSS is constantly evolving to keep pace with worldwide demand. That's where <i>Developing Feeds with RSS and Atom</i> steps in. It provides bloggers, web developers, and programmers with a thorough explanation of syndication in general and the most popular technologies used to develop feeds.This book not only highlights all the new features of RSS 2.0-the most recent RSS specification-but also offers complete coverage of its close second in the XML-feed arena, Atom. The book has been exhaustively revised to explain:</p><ul><li>metadata interpretation</li><li>the different forms of content syndication</li><li>the increasing use of web services</li><li>how to use popular RSS news aggregators on the market</li></ul>After an introduction that examines Internet content syndication in general (its purpose, limitations, and traditions), this step-by-step guide tackles various RSS and Atom vocabularies, as well as techniques for applying syndication to problems beyond news feeds. Most importantly, it gives you a firm handle on how to create your own feeds, and consume or combine other feeds.If you're interested in producing your own content feed, <i>Developing Feeds with RSS and Atom</i> is the one book you'll want in hand.</div></div>",Tapa blanda: 272 páginas,Editor: O'Reilly Media; Edición: 1 (23 de abril de 2005),Idioma: Inglés,ISBN-10: 0596008813,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
